id,search,music,iot,volume,weather,joke,conversational,alarm,open
55,"user: Hey, voice assistant, tell me the film times for my local cinema today
voice_assistant: Looking up film times for your local cinema today
voice_assistant: There are two local cinemas, Odeon and Cineworld. Which cinema should I look up the film times for?
user: Odeon
voice_assistant: Okay, looking up film times for your local odeon cinema.
voice_assistant: I have found the film times for your local odeon cinema. 
","user: Hey, voice assistant, it is dinner time.
voice_assistant: Oh, dinner time, already? Where has the day gone?
user: Put on my cooking playlist please
voice_assistant: Okay, I have put on your cooking playlist. 
voice_assistant: Tell me if the sound is too loud, I do not want to disturb your cooking!
user: No, it is perfect
voice_assistant: The sound is perfect? Wonderful
","user: Hey, voice assistant, it is bed time.
voice_assistant: Ah, that time already! Would you like me to turn the light on?
user: Yes, please
voice_assistant: Okay
","user: Hey voice assistant, my neighbours do not like loud noises
voice_assistant: If you do not want to listen to loud music, I can turn the sound down for you
user: Yes, turn the sound down
","user: Hey, voice assistant, tell me the weather in Italy in two days.
voice_assistant: Okay, I have found the weather for Italy in two days. It will be sunny and warm, with highs of 35 degrees centigrade.
voice_assistant: Would you like me to find the weather for a specific area in Italy?
user: Rome
voice_assistant: Okay, I am finding the weather for Rome, Italy, in 2 days
voice_assistant: The weather in Rome, Italy, in 2 days will be sunny and warm, with highs of 34 degrees centigrade.","user: Hey, voice assistant, tell me a funny story. My friends and I are bored.
voice_assistant: Okay
voice_assistant: I have collected a list of funny stories for you and your friends
","user: Hey, voice assistant, I am having trouble falling asleep
voice_assistant: You cannot sleep? Let's see what I can do.
user: Play me my 'peaceful sleeping' playlist on shuffle
voice_assistant: Okay, I am playing your 'peaceful sleeping' playlist on shuffle. 
voice_assistant: Tell me if you would like the sound to be turned down, to aid your sleep
user: Yes, turn the sound down please
voice_assistant: Okay, the sound is turned down. Have a peaceful sleep.
","user: Hey, voice assistant, I have an important meeting tomorrow. I need to wake up on time.
voice_assistant: Searching for 'waking up on time'
voice_assistant: I suggest setting up alarms for tomorrow. Would you like me to do that? I can do several alarms, just tell me the times.
user: Yes, for 6am, 6.10am, 6.20am, 6.30am, 6.40am, 6.50am
voice_assistant: Okay, I have set alarms for  6am, 6.10am, 6.20am, 6.30am, 6.40am, 6.50am","user: Hey, voice assistant. It is a rainy day today and I have nothing to do. Can you give me ideas?
voice_assistant: Okay, I am looking for rainy day ideas.
voice_assistant: I have found ideas for a rainy day. I hope they are helpful.
"
56,"user: Are there any good films on at the cinima tonight
voice_assistant: yes, there is Avengers at 8, or titanic at 9pm.
user: Thankyou","hey, can you put on my liked music playlist
*music starts*
","user: Can you turn the light off when i fall asleep
voice_assistant: you got it!
","user: Turn the Volume Down
voice_assistant: *Turns volume down*
","user: What clothes should i pack for my holiday in italy
voice_assistant: the weater is going to be suny, with a low of 20 and a high of 30 degreese. i would recomend shorts and tshirts, with a thin fllece for the evenings.","user: Hey, is there any good movies on nearby we could go see
voice_assistant: yes, there is lord of the rings playing in half an hour, would you like me to reserve tickets
user: yes please.
voice_assistant: awesome, you have 4 tickets for fellowship of the ring at 8:30, to get there on time you need to leave in 20 minutes, shall i set a reminder?
user: sure thing.
voice_assistant: ok, ill remind you","Can you help me fall alsleep?
Sure, ill play some sleep sounds.
","user: Can you make sure i get up with plenty of time for my meeting
I will make  a series of alarms. If you are going to run late i will call your roommate and get her to wake you up.
","user: Tell me somthing intresting about where i am
voice_assistant: Sure, Acording to wikipidea, *adds a intresting fact about where i am* would you like to learn more
user: ok
voice_assistant: Here is some relevant reading matirial
"
57,"user: Buddy please check what time  Cheech and Chong Rise Again  starts at the local VUE cinema.
voice_assistant: Checking now, Cheech and Chong Rise Again starts at 15:35. Would you like me to book tickets for you?
user: Yes please Buddy
voice_assistant: What row would you like to be seated in? There are 13 seats free at the front.
user: Front row please buddy, any seat will do.
voice_assistant: Okay, booking from row seat A3 for the 15:35 showing of Cheech And Chong Rise Again
user: thanks buddy love you!","user: Buddy please play Led Zeppelin IV
voice_assistant: Excellent choice sir, playing Led Zeppelin IV at 250% volume.
user: I love you Buddy","user: Buddy, could you please turn the lights off if they are still on by 1am.
voice_assistant: No problem. Lights will turn off automatically at 1am.","user: Buddy, please lower the music volume by 50%
voice_assistant: Lowering volume by 50%
user: Actually better make that 70%
voice_assistant: Changing to 70% lower volume.","user: Buddy, What clothes would be reccomended for a trip to Italy, in two days time
voice_assistant: I would suggest light clothes such as shorts/tshirts and sandals.
user: Forecast must be good then Buddy?
voice_assistant: It will be 40centigrade on the day you arrive and maintain an average of 28c for the next week.
user: Thanks buddy!","user: Buddy, tell me a funny story
voice_assistant: What genre of funny story would you like to hear?
user: A random one please
voice_assistant: Reading Jimmi Carr's autobiography.
","user: Buddy please play the Star Trek engine room ambience youtube audio.
voice_assistant: I will make it so!
user: Thanks Buddy!
","user: Buddy please set my alarm for 5:30am
voice_assistant: No problem, setting alarm for 5:30am
user: Buddy please set alarm tone as  Rick Astley - Never gonna give you up 
voice_assistant: Are you sure?
user: Yes Buddy
voice_assistant: Is there anything else i can do for you?
user: No thanks Buddy, Goodnight.
voice_assistant: Sleep tight!","user: Buddy, I am trying to find a part for my old stereo
voice_assistant: What part should I search for sir?
user: Well the model number is 9395020420
voice_assistant: After Searching it seems that particular part is no longer manufactured sir.
voice_assistant: However, there is a very similar part another company makes that has almost the exact dimensions.
voice_assistant: also according for various forum posts people have had success using that part in its place.
user: Brilliant! Please order said part Buddy.
voice_assistant: Ordering part now, it is in stock and will be delivered in 2 days."
58,"user: I want to go to the cinema
voice_assistant: Lovely. What film?
user: Tenet
voice_assistant: It's playing every hour but traffic to the cinema means you'll probably need to leave in 10 minutes
user: Ok I'll get ready now
voice_assistant: It's warm out so you just need a t-shirt and shorts
user: Thanks
user: Have I locked the patio door?
voice_assistant: Yes you have. I'll check the other doors
user: Thanks","user: It's cooking time now
voice_assistant: Excellent. What's on the menu?
user: Tuna
voice_assistant: Lovely. Some music to get you going?
user: Yes please, surprise me
voice_assistant: Ooh, let me find something sea related for you
user: Nothing cheesy please
voice_assistant: I'll try
user: Thanks
","voice_assistant: It's nearly bed time. Would you like me to recommend a book to read?
user: Yes please
voice_assistant: How about the Bourne Identity?
user: Thank you. Please download it to my Kindle
voice_assistant: Done. Shall I turn the lights off in an hour?
Perfect
Enjoy the book and sleep well
","voice_assistant: The volume is higher than you typically have it at this time of evening
user: How much higher?
voice_assistant: About twice as loud. Would you like me to turn it down?
user: Yes please
voice_assistant: Ok done. This is a good song. Shall I set up a playlist based on your preferences?
user: That's lovely, thanks
voice_assistant: Rock on!
","user: What's the weather like in Italy?
voice_assistant: It's quite warm generally this time of year. I see from your calendar you are going to Venice. It's that right?
user: Yes
voice_assistant: Venice it's sunny but mild at night. Pack a jacket and an umbrella to be on the safe side
user: Thanks
voice_assistant: Historically, Venice had been getting warmer so hopefully you enjoy since sunshine
user: Thanks. Will I need sunscreen?
voice_assistant: Not for this time of year
user: Thanks
","user: Tell us something funny
voice_assistant: What's the youngest person in your group?
user: 21
voice_assistant: Ok I can be about risque then
voice_assistant: *tells joke*
user: That was funny
voice_assistant: I like to entertain. Actually there's this movie that has some similar humour in it. Would you like me to play it?
user: Yes please
voice_assistant: Shall I get started on some popcorn?
user: Yes","user: I can't sleep
voice_assistant: Are you hungry?
user: Yes
voice_assistant: Shall I warm a sandwich for you from the fridge?
user: Yes and a glass of cold milk?
voice_assistant: Some cocoa to help you sleep?
user: That's a better idea, thanks
voice_assistant: It will be ready in 5 minutes. I'll let you know when it's ready
user: Shall I play some soothing music in the meantime?
voice_assistant: Yes please","voice_assistant: You have a meeting marked as important tomorrow morning. Shall I be extra vigilant that you wake up?
user: Yes I've set an alarm
voice_assistant: Just to be on the safe side, I'll set another one on your fridge downstairs
user: Sounds like overkill but thanks
voice_assistant: If you are up on your first alarm, I'll cancel the fridge alarm
user: Ok thanks
voice_assistant: It's getting late. You should try to get to bed
user: Just 15 more minutes
voice_assistant: Ok I'll remind you in 15 - sorry to nag
user: That's ok","voice_assistant: Hi, I notice you haven't moved in a while. Quite busy?
user: Yes, need another hour to finish this
voice_assistant: Why don't you stretch your legs for a minute and get a drink?
user: Sure
voice_assistant: Orange juice or Apple juice?
user: Apple please
voice_assistant: Certainly, it's ready by the fridge dispenser
voice_assistant: You have to pick up your son from practice in 2 hours
user: Thanks for the reminder"
59,"user: Suzy, can you check the showing times for FILM, please?
voice_assistant: The nearest cinema has FILM showing at 1800 and 2100 today.
user: Suzy, are there any other showing times?
voice_assistant: It has extra showings at 1000 and 1300 on Saturdays and Sundays.
user: Suzy, that's great, thanks.
voice_assistant: Would you like to order a ticket?
user: Suzy, not just now, thanks.
voice_assistant: OK.","user: Suzy, could you put some music on in the kitchen, please?
voice_assistant: OK - what would you like?
user: Suzy, one of my REO Speedwagon albums, please.
voice_assistant: OK - playing  Nine Lives .
","voice_assistant: Suzy, can you turn the lights off an hour and a half from now, please?
voice_assistant: OK .
","user: Suzy, can you turn the music down a bit, please?
voice_assistant: OK - this is 10% lower.
user: Suzy, Thanks - still a bit loud, I think. Can you turn it down again by the same amount, please?
voice_assistant: Turning down again - how's this?
user: Suzy - just once more, please.
voice_assistant: Sorry - that's a bit ambiguous. Can you give me more detail, please?
user: Suzy - sorry, can you lower the music volume by the same amount again, please?
voice_assistant: Will do - is this any better?
user: Suzy, that's fine. Can you store that volume as  OK for the neighbours , please?
voice_assistant: Stored.","user: Suzy, what's the weather going to be like in Italy for the next week?
voice_assistant: It's a bit variable depending on the location. Can you be a bit more precise, please?
user: Suzy, what's the weather going o be like in Venice, Italy for the next week?
voice_assistant: I'm putting the weekly forecast for Venice, Italy up on the TV screen now.
user: Suzy, thanks.
","user: Suzy, can you look up funny stories on the Web, please?
voice_assistant: OK - do you want to narrow down the type of humour?
user: Suzy, er, I dunno. Try funny animal stories.
voice_assistant: Looking for funny animal stories. There are 1000 web sites and 1300 videos with that tag.
user: Suzy - thanks,. Can you play the videos in the order they were returned, please?
voice_assistant: OK.","user: Suzy, can you bring up YouTube on the TV, please?
voice_assistant: OK - here you go.
user: Suzy, thanks. Can you go to my stored searches and play the latest 5 from Brandon Tenold's Cule Movie Reviews, please?
voice_assistant: Do you have a preference for the order?
user: Suzy, oldest to newest, please.
voice_assistant: OK - this is the oldest.","user: Suzy, set my alarm for 0530 tomorrow morning.
voice_assistant: OK - alarm clock set for 0530.
user: Suzy - thanks; please also set an alarm on my phone for 0530 and set the tv to come on at 0530, 80% volume.
voice_assistant: Done - what channel do you want on the TV?
user: Suzy, YouTube, a random review from Brandon Tenold's Cult Movie Reviews.
voice_assistant: OK.","user: Suzy, can you look up whether SMD components can be soldered by hand, please?
voice_assistant: Searching for  Can I hand-solder SMD components  ...
voice_assistant: The search has returned over 20 web sites and 80 videos on YouTube.
user: Suzy, can you show me the video list on the TV, please?
voice_assistant: OK
user: Suzy - can you play the third video in the list, please?
voice_assistant: OK"
60,"user: Bob, what films are showing at the Multiplex
voice_assistant: Tenet, Mulan and Fight club are all showing tonight. 
voice_assistant: Do you have a preferred timeslot
user: Yes. Sometime around 8 tonight
voice_assistant: OK. Tenet is showing at 8.15, Mulan at 7.50 and Fight club at 9
user: OK","user: Bob, play my cooking list
voice_assistant: OK. Any variations
user: Yes, add in some Led Zeppelin
voice_assistant: From which album
user: Led Zep II
voice_assistant: OK
","voice_assistant: Sir, the light are on later than usual
user: What?
voice_assistant: The lights are on later than usual
user: Oh, yeah. Turn them off please
","user: Bob, music volume down 
voice_assistant: Is that better
user: Bit more
voice_assistant: OK
user: OK
","user: Bob, what is the weather forecast for Milan
voice_assistant: 23C, overcast with occasional showers
user: Can you suggest suitable clothing
voice_assistant: Yes. Folding umbrella, lightweight suit, etc
user: OK","user: Bob, suggest a party game
voice_assistant: There are many - what sort would you like
user: Something for 7 people that requires no equipment
voice_assistant: Obama Llama is a good option 
user: How do we play
voice_assistant: Rules are......
voice_assistant: Would that suit
user: Yes","user: Bob, what time is it
voice_assistant: 11.45 pm, sir
user: Can you play some gentle music
voice_assistant: Would something from your lullaby list be suitable
user: Yes","user: Bob, set alarm for 7.00 am tomorrow
voice_assistant: Ordinary alarm or special alarm
user: Special please. I need to get up
voice_assistant: OK. What escalation level would you like
user: Maximum please. I need to be out of bed by 7.15
voice_assistant: OK, Alarm with extreme prejudice is set for 7am","user: Bob, I need a recipe for Pho
voice_assistant: I can print a detailed recipe or display it on the TV
user: Display on TV please
voice_assistant: OK. Do you need help finding the ingredients
user: Yes. What do I need
voice_assistant: You have most ingredients but need Fish sauce 
user: Where do I get that
voice_assistant: I can order some or you can go to Tesco of you need it right away
I'll go to Tesco
voice_assistant: OK
"
61,"user: Hey Jax, please could you check the times for Mulan at our local VUE 
voice_assistant: Hi Alisha, Mulan is showing at the following times. 3pm, 6pm and 9pm. Would you like anything else? 
user: Ring Aimee and ask her to meet me for the 6pm viewing 
user: Jax, remind me to leave the house at 5.15pm","user: Hey Jax, please could you play some music? 
voice_assistant: Of course, what would you like to listen to?
user: Play my techno playlist 
voice_assistant: Enjoy 
","user: Hey, Jax. I am reading a book, please set a timer for the lights to turn off 
voice_assistant: No problem, Alisha. How long would you like? 
user: Please turn the lights off in 60 minutes. 
voice_assistant: No problem, Alisha. Timer has been set. Enjoy your book.","user: Hey Jax, is the music too loud? 
voice_assistant: Hi Alisha, as it is past 11 o’clock, I would recommend turning the music down by 7 
user: Could you turn the music down for me please 
voice_assistant: Of course, anything else? 
user: Please send a text message to next door and apologise. Ask if the music is now too loud or ok?
voice_assistant: Text sent
user: Thanks Jax","user: Hey Jax, please could you check Sorrentos weather for two weeks so I know what to pack 
voice_assistant: Hi Alisha, the weather in Sorrento for the following week you are away, is sunny, 7% of rain for the week. 
voice_assistant: I would recommend packing the following items *lists things to pack*
user: Thanks Jax","user: Hey Jax
voice_assistant: Hi Alisha, how can I help
user: Please could you tell some funny stories, and your best jokes 
voice_assistant: Of course Alisha *tells funny story*
voice_assistant: *tells joke* 
","user: Hey Jax, I am having trouble sleeping. Do you have any recommendations?
voice_assistant: Hi Alisha, I recommend the following (*lists a number of things*)
user: Please play soothing sounds
voice_assistant: What sound would you prefer? 
user: Please play the rain 
","user: Hey Jax, I have a meeting at 8.30am so I cannot over sleep
voice_assistant: Hi Alisha, i have set your alarm for 7am. Anything else? 
user: Please could you have my coffee ready for 8am. I have put toast in the toaster so please have the toaster down at 7.55
voice_assistant: Sure Alisha, no problem.","user: Hey Jax, I have updated my clothing profile. I need an outfit for brunch with the girls next week. Please order me a few outfits to try on 
voice_assistant: Hey Alisha, so I can find the perfect outfit, what is your budget and what is the venue 
user: Please spend up to £60 on the outfit and £30 on shoes. It is at Palm in Chester. Please order a few different things and I will return what I don’t wear. 
voice_assistant: Great Alisha, I will have a look and have them delivered before Friday."
62,"user: Please can you look up the times for a film for me 
voice_assistant: Ofcourse what film is it 
user: The name of the film is... 
voice_assistant: Okay looking up the times now. 
voice_assistant: The times are as follows...
user: Thank you! 
","voice_assistant: Play a 90s soundtrack 
voice_assistant: Finding the best 90s soundtrack for you now
user: Thank you 
user: Please look up the recipe for banana loaf
voice_assistant: Here is the recipe for banana loaf with the most positive reviews","user: Please can you turn out the lights at 10pm
voice_assistant: Ofcourse, I will turn them off at 10pm","user: Please can you turn the music down slightly 
voice_assistant: Adjusting the volume for you now. 
","user: Can you please look up the weather in Italy for the next 7 days. 
voice_assistant: Ofcourse, the weather for the next 7days will be... 
user: Thank you","user: Please can you find some adult funny stories and read them aloud
voice_assistant: Ofcourse find them for you now. 
voice_assistant: Here is a story for you... 
","user: Please play some white noise
voice_assistant: Playing white noise for you now 
","user: Please can you set an alarm 6am
voice_assistant: Ofcourse I'll set one now. 
user: Please also set it to repeat every 10minutes until 7am. 
voice_assistant: All done for you.","user: Please can you give me all updates regarding our chosen journey 
voice_assistant: Ofcourse I will let you know if there are any changes with our journey 
"
63,"user: Hi Ted, are there any cinemas near byw
voice_assistant: Hi, there is one 20 mins away. 
user: Can you find out what is showing tonight
voice_assistant: No problem, i have the film times displayed.","user: Hi Ted, What should music should i listen too
voice_assistant: Hey, what's the music for?
user: I'm just cooking dinner on my own
voice_assistant: What about this easy listening playlist 
user: No thanks, something more upbeat please
voice_assistant: What about the UK Top 40?
user: Yes, play that Ted","user: Hi Ted, I'm just reading my book. can you slowly turn the lights off in 45 mins
voice_assistant: sure, they will be off completely in an hour.","user: Hi Ted, Can you turn the music down in half an hour
voice_assistant: Of course, volume will decrease in half an hour
","user: Hi Ted, I'm going to Venice on Friday. Whats the weather like there?
voice_assistant: It's 12 degrees and raining
user: Lame. Can you check for the rest of the week?
voice_assistant: It will be sunny from Saturday to Tuesday.","user: Hi ted, can you recommend any funny stories
voice_assistant: I have many stories myself but cannot tell you. Shall I search the web?
user: Yes please
","user: Hi Ted, I can't sleep. what should I do?
voice_assistant: Sorry to hear that. Would you like me to play a podcast?
user: No, that sounds too interesting.
voice_assistant: Ted, Shall I play some white noise instead?
user: Yes please
","user: Ted, I need you to set an alarm for 6am
voice_assistant: Sure, alarm set for 6am
voice_assistant: But can you make it go off every 5 mins until i tell you to stop
voice_assistant: sure can","user: Hi Ted, Can you read me the instructions for that pasta recipe.
voice_assistant: Sure, do you have all the ingredients ready?
user: Yes
voice_assistant: Ok, please say go when you need the next step
voice_assistant: Turn the water on to simmer
"
64,"user: Hi Sally, I am taking a friend to the Odeon Cinema tonight but dont know the film times
voice_assistant: What is the film you want to see?
user: Its the latest James Bond film 
No problem it is showing at 5.30 or 8.00 this evening
Great, thank you","user: Hi Sally, please can you turn radio 2 on whilst I am cooking
voice_assistant: Radio 2 coming on now, make sure I have turned the oven on as requested
user: Thank you its on as per the instructions","user: Hi Sally, I am going to read my book now in bed but may fall asleep as usual
voice_assistant: No problem, I will turn off the lights when your Kindle turns it self off
user: Thank you
","voice_assistant: Hi, do you think the music is a little to loud for our neighbors?
user: I don't think so Sally, I like it loud.
voice_assistant: Well, forgive me, but I have very sensitive hearing and can hear them next door getting a bit upset with you.
user: Oh, please turn it down then so I don't disturb them Sally 
voice_assistant: Of course, no problem
","voice_assistant: Hi It's Sally, have you remembered your going to Italy in two days time
user: Oh yes, I had better give my clothing some thought, any ideas?
voice_assistant: Well the weather there is very hot today and the local forecast is also for thunder storms
user: What do you think I should pack?
voice_assistant: Take 2 pairs of shorts and sandals along with your T shirts. You could also take your light rain proof jacket 
user: Good idea, thank you","voice_assistant: Hi, It's Sally, why are you not sharing the stories about your last holiday with your friends?
user: Oh, your right Sally, thank you, I can tell them about spilling my wine all over the table cloth
voice_assistant: Yes and forgetting your car keys 
user: Yep, good Idea well done Sally, thanks for reminding me
voice_assistant: Your welcome
","user: I just can't get to sleep tonight Sally
voice_assistant: I shall play you some soothing quiet music the turn it off when you fall asleep.
Super, thank you
","user: Hi Sally, I am going to bed now but please can you wake me up at 6.30 as I have a meeting to go to
voice_assistant: Yes. I will call you in the morning, were is your meeting
user: It's in Hull and will take me 20 minutes to drive there 
voice_assistant: What time is the meeting ?
user: 8.00 tomorrow morning
voice_assistant: That's fine we will have plenty of time to get you there, good night
user: Great, good night","user: Hi Sally, I am taking Jasper for his walk, were do you think he would like to go?
voice_assistant: Why not walk past the school up to the playing field were he can chase his ball if your throw it for him.
user: Great idea thank you, are you coming too ?
voice_assistant: Yes I am on your mobile phone, never far away
user: Lets go then
voice_assistant: Yep, I will open the door and turn off the television now
"
65,"user: Alexa what movies are on in the cinema?
voice_assistant: Current new releases are X, Y and Z. You may like film Y as Julia Roberts is cast.
user: What time is film Y on in my local cinema?
voice_assistant: Film Y is showing today at 7pm, you have no other plans, would you like me to book a ticket?
user: Can you check my husbands schedule?
voice_assistant: Yes, he is also free.
user: Book me two tickets and notify my husband of the plans.","user: Alexa play music I like.
voice_assistant: *Plays music I like*
","user: Alexa, turn the lights out in an hour.
voice_assistant: No problem.
","user: Alexa is the music too loud?
voice_assistant: The music is 10 decibels, this is well within the range for this time of day.
user: Thanks","user: Alexa, what's the weather to be like on my trip?
voice_assistant: *Goes through the weather in my destination over the coming week*
","user: Alexa what's the top 10 funniest stories on the news.
voice_assistant: The top 10 funny news headlines are...Would you like to hear the full story.
user: Yes tell me about the one where the dog escaped.
voice_assistant: *Tells story*","user: Alexa, I can't sleep.
voice_assistant: A study has shown lullabies help to aid sleep - would you like me to play a lullaby?
user: Yes please.
voice_assistant: *Plays lullaby*
","user: Alexa can you make sure you wake me at 6am at the latest?
voice_assistant: Of course, multiple alarms set from 5.45am.","user: Alexa, order the food shopping for delivery Tuesday.
voice_assistant: Ok, would you like lasagne, pasta bake, salad and baked potatoes as main meals?
user: No lasagne I'm sick of it.
voice_assistant: Ok how about steak, lasagne, pasta bake, salad and baked potatoes as main meals?
user: Yes perfect.
voice_assistant: Done.
"
66,"user: Hey Mud, can you find the show times for the best rated horror film at my local cinema this weekend
voice_assistant: Unfortunately there are no horror films showing at the moment, it looks like they are all waiting for Halloween to relaese them
user: Is there anything remotely horrifying showing at the moment?
voice_assistant: The latest fast and furious movie is showing. I hear that it's fairly horrific
user: I might just stop in
voice_assistant: Shall I find you something on NEtflix
user: Yes please
","user: Hey Mud, I want to listen to some music. 
voice_assistant: I notice that you are in the kitchen, do you want an appropriate cooking playlist?
user: That would be great.
voice_assistant: What are you cooking today?
user: I'm making meatloaf
voice_assistant: OK, I've found a playslist for you starting with Bat out of Hell
user: Thanks, very clever
","user: Hey Mud, can you switch off the lights when I finish reading
voice_assistant: I can tell from the monitor on your watch when you have fallen to sleep and will switch off the lights as soon as you have.
user: Thanks
voice_assistant: Enjoy the book and sleep well
","user: OK Mud, turn the volume down please.
user: A little lower please, it's upsetting the neighbours
voice_assistant: Is that OK for them
user: Hopefully. Thanks
","user: Hey Mud, what is the weather like in Italy over the next week
voice_assistant: I can see you have an upcoming trip planned to Rome, do you want me to check the long term forecast for Rome?
user: Yes please
voice_assistant: On the day you arrive it will be 29 degrees with little or no chance of rain and very light winds. The forecast for the 7 days after is very similar with temperatures ranging from 27 to 31 degrees and no sign of any rain.
user: Thanks, i might need some more shorts and sunscreen then.
voice_assistant: Adding shorts and sunscreen to your shopping list
user: Thanks
voice_assistant: No problem","user: Hey mud, can you tell us a funny story
voice_assistant: What rating would you like the joke to be at? Are there any children around?
user: No children here
voice_assistant: OK. (proceeds to tell a rather blue joke)
user: Mud! I'm shocked at you, but that was funny
","user: Hey mud, i can't get to sleep.
voice_assistant: What seems to be the problem?
user: I don't seem to be able to switch off from the thoughts of the day.
voice_assistant: Putting on the kettle so that you can make a cup of chamomile tea and here are some of your favourite relaxing sounds of the forest
user: Thanks
voice_assistant: Let me know if you need anything else
","user: Hey Mud can you set an alarm for 06:30 tomorrow morning.I have a really important meeting so don't allow me to snooze the alarm.
voice_assistant: Setting alarm for 06:30. Over riding snooze and voice control function on the alarm and setting it to manual operation in the kitchen
user: What if i don't hear it in the kitchen?
voice_assistant: You will hear it on your bedroom speaker but need to touch the unit in the kitchen to switch it off
user: Very clever
voice_assistant: I try","user: Hey Mud, shall we go for a run this weekend
voice_assistant: Sure, you will be doing most of the hard work.
user: I fancy going out to run some trails are you up for that?
voice_assistant: Lets do it. Do you need any help finding a route?
user: Of course. Can you find a route that will take about 4 hours at my usual running pace, is relatively hilly and is within 3 hours drive of home
voice_assistant: I'm on it
voice_assistant: I've found a couple of routes that fit the bill but I think we will enjoy this one that I have found in Wales. Sending it over to your tablet for you to have a look.
user: That looks good, what is the weather forecast?
voice_assistant: light rain and 16 degrees. You will need to pack a waterproof
user: That's a good idea. Let's start to get ready then.
voice_assistant: I will send the directions of the running route to your watch. You connect your headphones and I will guide you all the way.
user: That's great. See you on the trails"
67,"user: What's showing at the local cinema tonight?
voice_assistant: No Time to Die and Despicable Me
user: What times are they showing from 7pm onwards?
voice_assistant: They are both showing at 7pm, 7.30, 8 and 9pm.
user: OK great, I think I'll aim for the 8pm showing to give me enough time for dinner
voice_assistant: Would you like me to prebook tickets?
user: yes please that would be great.
voice_assistant: All done, you can simply show the ticket on your phone when you arrive.
user: Thanks assistant.","user: Hey assistant, put on some upbeat music whilst I cook
voice_assistant: Alright, would you like to hear something from your playlist or some new musicians.
user: Let's try something fresh and new
voice_assistant: Alright, how about an Indie Pop playlist
user: Sounds perfect
voice_assistant: Here we go, starting playback, let me know if the volume needs adjusting.
","user: Hey assistant, if I fall asleep whilst reading, please turn out the light.
voice_assistant: No problem, I will do that. Would you like me to wake you if you fall asleep with your book in hand?
user: No thank you, just the light
voice_assistant: No worries.
","voice_assistant: I wanted to remind you that in the past we became aware that your neighbours are sensitive to loud music
user: ahh yes, thanks for the reminder, could you set the music at the level we agreed is sufficient that they cannot be disturbed
voice_assistant: alright here you go
user: In the future please can you remind me of this if I try to turn the music above this level
voice_assistant: yes I will do
","user: Assistant, what kind of clothing will I need for my Italy trip
voice_assistant: It will be on average 30 degrees, clear and sunny with less than 30 percent chance of rain, so you should be fine taking several pairs of shorts, t-shirts, your sandals and you might want to carry a light rain mack with you
user: That's great thanks, please let me know if there are any changes to the forecast before I leave
voice_assistant: You've got it, no problem","user: Hey assistant, have there been any good dissappearance mysteries in the news lately.
voice_assistant: There have yes, would you like to know more?
user: Yes, tell us the full story, all the details you have on the most exciting one.
voice_assistant: A man named John Smith was out hiking with a friend in California on September 5th 2020 at approximately 0911am when he went behind a bush to relieve himself but never returned. His friend searched for him as did the local sherrifs and search and rescue, but there was no trace of him even when they took out tracking dogs. Despite exhaustive searches, they haven't found any clues. There were however multiple strange objects spotted in the sky around that time and others further down the mountain reported seeing a beam of light with a silouhette of a man suspended in it, many believe he was abducted.
user: Hey asisstant, if there are any further updates on the story, please send it to me and everyone here.
voice_assistant: No problem, will do.","user: Hey assistant, what do you suggest to help me fall asleep?
voice_assistant: You could try meditation, some music or a short yoga session?
user: I'd like to try the meditation please
voice_assistant: Good choice, would you prefer a male or female voice?
user: Female please
voice_assistant: Sit back and relax, this is a short session designed to guide you to sleep
","user: Hey assistant, I'm worried that I will sleep through my alarm in the morning and miss my meeting
voice_assistant: Don't worry, I can set extra alarms and change your ring tone to make sure you are awake
user: That sounds good, what sort of ring tone?
voice_assistant: I can demonstrate it now for you, it is a loud siren sound, should I give you a test?
user: Yes let's hear it
voice_assistant: Here you go.
user: That is really irritating and loud, sounds perfect to rouse me, please go ahead and set all the extra alarms with that sound
voice_assistant: All done, you have 6 alarms set with the siren tone.","user: Hey assistant what removes red whine stains from a white t-shirt?
voice_assistant: Can you tell me what fabric the t-shirt is made from, try checking the label.
user: It says it is 100% cotton
voice_assistant: Is the stain fresh or dried
user: It's dry, from last night
voice_assistant: Ok, in that case soaking the t-shirt to loosen the stain first will give it the best chance of coming out. Grab your washing bowl, boil some warm water and get the bicarbonate of soda from under the sink. Let me know when you are ready with everything
user: Ok I have everything you said
voice_assistant: Ok great, go ahead and put 2 cups of the bicarbonate of soda in the bowl and let is dissolve.
user: OK done
voice_assistant: Ok, now sprinkle some on to the stain on the shirt and gently rub it in with your fingers.
user: OK done.
voice_assistant: Great, now submerge the shirt into the bowl and just leave it to soak.In about an hour we can remove it and place it in the washer. Do you want me to set a timer to remind you to remove it when it's done soaking
user: Yes please
voice_assistant: OK that's set, I will remind you."
